Unnamed: 0,month,year,naics_Code,kind_of_business,industry,sales,category,total_records
271,May,2022,Department Stores,Department stores,General Merchandise,11026.0,Retail,936
272,May,2022,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,2815.0,Retail,936
273,May,2022,Discount Department Stores,Discount dept. stores,General Merchandise,8211.0,Retail,936
274,May,2022,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,57756.0,Retail,936
275,May,2022,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,48612.0,Food,780
276,May,2022,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,9144.0,Retail,936
277,May,2022,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,17155.0,Retail,468
278,May,2022,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2626.0,Retail,468
279,May,2022,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,790.0,Retail,468
280,May,2022,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1836.0,Retail,468
281,May,2022,Used Merchandise Stores,Used merchandise stores,Miscellaneous,2118.0,Retail,468
282,May,2022,Nonstore Retailers,Nonstore retailers,Miscellaneous,106024.0,Retail,468
283,May,2022,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,95798.0,Retail,1560
284,May,2022,Fuel Dealers,Fuel dealers,Fuel & Gasoline,3492.0,Retail,312
285,May,2022,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,90527.0,Food,780
286,May,2022,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
287,May,2022,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,78567.0,Food,780
288,May,2022,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
289,May,2022,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,38701.0,Food,780
290,June,2022,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,132559.0,Automotive,936
291,June,2022,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,121771.0,Automotive,936
292,June,2022,Automobile Dealers,Automobile dealers,Automotive,109501.0,Automotive,936
293,June,2022,New Car Dealers,New car dealers,Automotive,95305.0,Automotive,936
294,June,2022,Used Car Dealers,Used car dealers,Automotive,14196.0,Automotive,936
295,June,2022,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,10788.0,Automotive,936
296,June,2022,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18863.0,Retail,1560
297,June,2022,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,11863.0,Retail,1560
298,June,2022,Furniture Stores,Furniture stores,Home Goods & Electronics,6692.0,Retail,1560
299,June,2022,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
300,June,2022,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
301,June,2022,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
302,June,2022,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7000.0,Retail,1560
303,June,2022,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1815.0,Retail,1560
304,June,2022,Electronics Stores,Electronics stores,Home Goods & Electronics,5185.0,Retail,1560
305,June,2022,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,48211.0,Retail,624
306,June,2022,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,41870.0,Retail,624
307,June,2022,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1608.0,Retail,624
308,June,2022,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3839.0,Retail,624
309,June,2022,Food & Beverage Stores,Food and beverage stores,Food & Beverage,79471.0,Food,780
310,June,2022,Grocery Stores,Grocery stores,Food & Beverage,71214.0,Food,780
311,June,2022,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,67737.0,Food,780
312,June,2022,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,6038.0,Food,780
313,June,2022,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,33459.0,Retail,312
314,June,2022,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,27520.0,Retail,312
315,June,2022,Gasoline Stations,Gasoline stations,Fuel & Gasoline,75341.0,Retail,312
316,June,2022,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,25031.0,Retail,1248
317,June,2022,Clothing Stores,Clothing stores,Fashion & Accessories,17280.0,Retail,1248
318,June,2022,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,21850.77,Retail,1248
319,June,2022,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3213.0,Retail,1248
320,June,2022,Family Clothing Stores,Family clothing stores,Fashion & Accessories,9933.0,Retail,1248
321,June,2022,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1461.0,Retail,1248
322,June,2022,Shoe Stores,Shoe stores,Fashion & Accessories,3201.0,Retail,1248
323,June,2022,Jewelry Stores,Jewelry stores,Fashion & Accessories,21850.77,Retail,1248
324,June,2022,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9288.0,Retail,624
325,June,2022,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,6248.0,Retail,624
326,June,2022,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1682.0,Retail,624
327,June,2022,Book Stores,Book stores,Sports & Recreation,607.0,Retail,624
328,June,2022,General Merchandise Stores,General merchandise stores,General Merchandise,69304.0,Retail,936
329,June,2022,Department Stores,Department stores,General Merchandise,10800.0,Retail,936
330,June,2022,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,2570.0,Retail,936
331,June,2022,Discount Department Stores,Discount dept. stores,General Merchandise,8230.0,Retail,936
332,June,2022,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,58504.0,Retail,936
333,June,2022,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,49897.0,Food,780
334,June,2022,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,8607.0,Retail,936
335,June,2022,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,17004.0,Retail,468
336,June,2022,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2603.0,Retail,468
337,June,2022,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,780.0,Retail,468
338,June,2022,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1823.0,Retail,468
339,June,2022,Used Merchandise Stores,Used merchandise stores,Miscellaneous,2067.0,Retail,468
340,June,2022,Nonstore Retailers,Nonstore retailers,Miscellaneous,101402.0,Retail,468
341,June,2022,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,91389.0,Retail,1560
342,June,2022,Fuel Dealers,Fuel dealers,Fuel & Gasoline,3207.0,Retail,312
343,June,2022,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,88002.0,Food,780
344,June,2022,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
345,June,2022,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,76718.0,Food,780
346,June,2022,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
347,June,2022,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,38502.0,Food,780
348,July,2022,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,127665.0,Automotive,936
349,July,2022,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,117211.0,Automotive,936
350,July,2022,Automobile Dealers,Automobile dealers,Automotive,105693.0,Automotive,936
351,July,2022,New Car Dealers,New car dealers,Automotive,92026.0,Automotive,936
352,July,2022,Used Car Dealers,Used car dealers,Automotive,13667.0,Automotive,936
353,July,2022,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,10454.0,Automotive,936
354,July,2022,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18880.0,Retail,1560
355,July,2022,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,11865.0,Retail,1560
356,July,2022,Furniture Stores,Furniture stores,Home Goods & Electronics,6669.0,Retail,1560
357,July,2022,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
358,July,2022,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
359,July,2022,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
360,July,2022,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7015.0,Retail,1560
361,July,2022,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1726.0,Retail,1560
362,July,2022,Electronics Stores,Electronics stores,Home Goods & Electronics,5289.0,Retail,1560
363,July,2022,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,43487.0,Retail,624
364,July,2022,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,38336.0,Retail,624
365,July,2022,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1470.0,Retail,624
366,July,2022,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3540.0,Retail,624
367,July,2022,Food & Beverage Stores,Food and beverage stores,Food & Beverage,81426.0,Food,780
368,July,2022,Grocery Stores,Grocery stores,Food & Beverage,72953.0,Food,780
369,July,2022,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,69440.0,Food,780
370,July,2022,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,6220.0,Food,780
371,July,2022,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,32430.0,Retail,312
372,July,2022,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,26913.0,Retail,312
373,July,2022,Gasoline Stations,Gasoline stations,Fuel & Gasoline,74079.0,Retail,312
374,July,2022,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,25214.0,Retail,1248
375,July,2022,Clothing Stores,Clothing stores,Fashion & Accessories,17495.0,Retail,1248
376,July,2022,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,21850.77,Retail,1248
377,July,2022,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3177.0,Retail,1248
378,July,2022,Family Clothing Stores,Family clothing stores,Fashion & Accessories,10241.0,Retail,1248
379,July,2022,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1444.0,Retail,1248
380,July,2022,Shoe Stores,Shoe stores,Fashion & Accessories,3442.0,Retail,1248
381,July,2022,Jewelry Stores,Jewelry stores,Fashion & Accessories,21850.77,Retail,1248
382,July,2022,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9190.0,Retail,624
383,July,2022,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,5944.0,Retail,624
384,July,2022,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1845.0,Retail,624
385,July,2022,Book Stores,Book stores,Sports & Recreation,646.0,Retail,624
386,July,2022,General Merchandise Stores,General merchandise stores,General Merchandise,69456.0,Retail,936
387,July,2022,Department Stores,Department stores,General Merchandise,10799.0,Retail,936
388,July,2022,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,2397.0,Retail,936
389,July,2022,Discount Department Stores,Discount dept. stores,General Merchandise,8402.0,Retail,936
390,July,2022,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,58657.0,Retail,936
391,July,2022,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,50363.0,Food,780
392,July,2022,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,8294.0,Retail,936
393,July,2022,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,16200.0,Retail,468
394,July,2022,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2845.0,Retail,468
395,July,2022,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,875.0,Retail,468
396,July,2022,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1970.0,Retail,468
397,July,2022,Used Merchandise Stores,Used merchandise stores,Miscellaneous,2282.0,Retail,468
398,July,2022,Nonstore Retailers,Nonstore retailers,Miscellaneous,102719.0,Retail,468
399,July,2022,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,93574.0,Retail,1560
400,July,2022,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2553.0,Retail,312
401,July,2022,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,89304.0,Food,780
402,July,2022,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
403,July,2022,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,78939.0,Food,780
404,July,2022,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
